k,count,possible_g,mean_g,min_g,max_g,num_possible_g,level_share,mean_compress,tau4_share,square_share
1223,2,"[4, 20]",12.0,4,20,2,1.0,2.5,0.5,0.0
1231,3,"[4, 8, 12]",8.0,4,12,3,1.0,3.6667,0.6667,0.0
1237,1,[8],8.0,8,8,1,1.0,2.0,0.0,1.0
1249,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
1277,2,"[6, 12]",9.0,6,12,2,1.0,2.0,1.0,0.0
1283,2,"[6, 14]",10.0,6,14,2,1.0,2.0,1.0,0.0
1289,1,[36],36.0,36,36,1,1.0,6.0,1.0,0.0
1291,2,"[4, 8]",6.0,4,8,2,1.0,2.0,0.5,0.0
1297,1,[12],12.0,12,12,1,1.0,3.0,1.0,0.0
1301,2,"[4, 34]",19.0,4,34,2,1.0,3.0,1.0,0.0
1307,2,[12],12.0,12,12,1,1.0,4.5,1.0,0.0
1319,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
1361,1,[6],6.0,6,6,1,1.0,2.0,0.0,1.0
1367,1,[22],22.0,22,22,1,1.0,4.0,1.0,0.0
1373,1,[16],16.0,16,16,1,1.0,2.0,1.0,0.0
1381,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
1399,2,"[10, 12]",11.0,10,12,2,1.0,1.5,1.0,0.0
1409,1,[12],12.0,12,12,1,1.0,1.0,1.0,0.0
1423,2,"[6, 40]",23.0,6,40,2,1.0,1.5,1.0,0.0
1427,4,"[6, 8, 22, 30]",16.5,6,30,4,1.0,2.75,1.0,0.0
1439,2,"[10, 18]",14.0,10,18,2,1.0,2.5,1.0,0.0
1447,3,"[6, 8, 12]",8.6667,6,12,3,1.0,1.6667,1.0,0.0
1451,1,[10],10.0,10,10,1,1.0,4.0,1.0,0.0
1471,1,[10],10.0,10,10,1,1.0,4.0,1.0,0.0
1481,2,"[4, 6]",5.0,4,6,2,1.0,3.0,1.0,0.0
1483,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
1487,3,"[6, 12]",10.0,6,12,2,1.0,3.3333,1.0,0.0
1489,2,"[6, 20]",13.0,6,20,2,1.0,2.0,1.0,0.0
1493,1,[14],14.0,14,14,1,1.0,4.0,1.0,0.0
1499,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
1523,1,[22],22.0,22,22,1,1.0,4.0,1.0,0.0
1531,1,[10],10.0,10,10,1,1.0,2.0,1.0,0.0
1553,1,[30],30.0,30,30,1,1.0,2.0,1.0,0.0
1571,1,[18],18.0,18,18,1,1.0,6.0,1.0,0.0
1579,2,"[6, 12]",9.0,6,12,2,1.0,2.0,1.0,0.0
1601,2,"[6, 14]",10.0,6,14,2,1.0,2.0,1.0,0.0
1607,2,"[6, 12]",9.0,6,12,2,1.0,3.5,1.0,0.0
1619,1,[62],62.0,62,62,1,1.0,2.0,1.0,0.0
1621,2,"[6, 22]",14.0,6,22,2,1.0,3.5,1.0,0.0
1637,1,[12],12.0,12,12,1,1.0,3.0,1.0,0.0
1657,1,[22],22.0,22,22,1,1.0,4.0,1.0,0.0
1667,2,"[10, 14]",12.0,10,14,2,1.0,4.0,1.0,0.0
1669,1,[16],16.0,16,16,1,1.0,4.0,1.0,0.0
1697,3,"[12, 28]",17.3333,12,28,2,1.0,3.0,1.0,0.0
1699,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
1709,2,"[10, 24]",17.0,10,24,2,1.0,4.0,1.0,0.0
1721,2,"[4, 8]",6.0,4,8,2,1.0,2.0,1.0,0.0
1723,1,[10],10.0,10,10,1,1.0,3.0,1.0,0.0
1741,4,"[4, 6, 18]",11.5,4,18,3,1.0,3.25,0.75,0.0
1747,2,[6],6.0,6,6,1,1.0,1.5,1.0,0.0
1759,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
1777,2,[12],12.0,12,12,1,1.0,3.0,1.0,0.0
1787,1,[24],24.0,24,24,1,1.0,4.0,1.0,0.0
1789,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
1801,1,[52],52.0,52,52,1,1.0,4.0,1.0,0.0
1811,1,[4],4.0,4,4,1,1.0,1.0,1.0,0.0
1823,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
1831,3,"[12, 22, 36]",23.3333,12,36,3,1.0,3.0,1.0,0.0
1847,1,[12],12.0,12,12,1,1.0,5.0,1.0,0.0
1871,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
1873,3,"[6, 28]",20.6667,6,28,2,1.0,3.0,0.6667,0.0
1877,2,"[6, 12]",9.0,6,12,2,1.0,3.0,1.0,0.0
1879,1,[12],12.0,12,12,1,1.0,5.0,1.0,0.0
1889,1,[10],10.0,10,10,1,1.0,1.0,0.0,0.0
1901,2,"[6, 14]",10.0,6,14,2,1.0,2.5,1.0,0.0
1907,1,[24],24.0,24,24,1,1.0,3.0,1.0,0.0
1951,1,[4],4.0,4,4,1,1.0,1.0,0.0,0.0
1973,1,[4],4.0,4,4,1,1.0,3.0,1.0,0.0
1979,1,[6],6.0,6,6,1,1.0,1.0,1.0,0.0
1987,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
1999,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
2011,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
2017,1,[36],36.0,36,36,1,1.0,4.0,1.0,0.0
2027,2,"[10, 22]",16.0,10,22,2,1.0,4.5,1.0,0.0
2069,2,"[12, 42]",27.0,12,42,2,1.0,2.0,1.0,0.0
2087,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
2089,3,"[10, 22]",18.0,10,22,2,1.0,3.0,1.0,0.0
2099,1,[28],28.0,28,28,1,1.0,3.0,1.0,0.0
2111,1,[10],10.0,10,10,1,1.0,4.0,1.0,0.0
2113,1,[24],24.0,24,24,1,1.0,6.0,1.0,0.0
2129,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
2141,1,[30],30.0,30,30,1,1.0,2.0,1.0,0.0
2143,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
2179,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
2207,1,[16],16.0,16,16,1,1.0,1.0,1.0,0.0
2213,1,[10],10.0,10,10,1,1.0,4.0,1.0,0.0
2243,1,[4],4.0,4,4,1,1.0,2.0,0.0,0.0
2251,1,[60],60.0,60,60,1,1.0,2.0,1.0,0.0
2269,2,"[10, 34]",22.0,10,34,2,1.0,3.5,1.0,0.0
2273,1,[4],4.0,4,4,1,1.0,3.0,1.0,0.0
2281,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
2287,2,"[24, 32]",28.0,24,32,2,1.0,1.5,1.0,0.0
2293,1,[52],52.0,52,52,1,1.0,4.0,1.0,0.0
2297,2,"[6, 8]",7.0,6,8,2,1.0,2.0,0.5,0.0
2309,2,"[12, 16]",14.0,12,16,2,1.0,4.0,1.0,0.0
2333,1,[46],46.0,46,46,1,1.0,4.0,1.0,0.0
2347,1,[24],24.0,24,24,1,1.0,4.0,1.0,0.0
2351,1,[10],10.0,10,10,1,1.0,2.0,1.0,0.0
2377,2,"[6, 30]",18.0,6,30,2,1.0,3.0,1.0,0.0
2381,4,"[8, 16, 18, 30]",18.0,8,30,4,1.0,3.0,1.0,0.0
2383,1,[26],26.0,26,26,1,1.0,2.0,1.0,0.0
2389,2,"[10, 28]",19.0,10,28,2,1.0,2.0,1.0,0.0
2393,1,[14],14.0,14,14,1,1.0,2.0,1.0,0.0
2399,1,[10],10.0,10,10,1,1.0,1.0,0.0,0.0
2411,4,"[6, 12, 14, 18]",12.5,6,18,4,1.0,4.5,1.0,0.0
2417,1,[32],32.0,32,32,1,1.0,2.0,1.0,0.0
2423,2,"[14, 44]",29.0,14,44,2,1.0,2.5,1.0,0.0
2437,1,[10],10.0,10,10,1,1.0,2.0,1.0,0.0
2441,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
2467,1,[16],16.0,16,16,1,1.0,1.0,1.0,0.0
2477,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
2503,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
2521,2,"[10, 16]",13.0,10,16,2,1.0,2.5,1.0,0.0
2531,1,[14],14.0,14,14,1,1.0,2.0,1.0,0.0
2539,1,[10],10.0,10,10,1,1.0,2.0,1.0,0.0
2543,2,"[20, 36]",28.0,20,36,2,1.0,4.0,1.0,0.0
2549,1,[18],18.0,18,18,1,1.0,6.0,0.0,1.0
2557,1,[38],38.0,38,38,1,1.0,4.0,1.0,0.0
2593,1,[18],18.0,18,18,1,1.0,6.0,1.0,0.0
2609,2,[12],12.0,12,12,1,1.0,3.0,1.0,0.0
2617,2,"[14, 18]",16.0,14,18,2,1.0,4.5,1.0,0.0
2621,1,[30],30.0,30,30,1,1.0,6.0,1.0,0.0
2633,2,"[6, 22]",14.0,6,22,2,1.0,2.0,1.0,0.0
2647,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
2657,3,"[6, 12, 66]",28.0,6,66,3,1.0,3.3333,1.0,0.0
2659,3,"[16, 24, 30]",23.3333,16,30,3,1.0,3.0,1.0,0.0
2671,2,"[6, 34]",20.0,6,34,2,1.0,2.5,1.0,0.0
2683,1,[10],10.0,10,10,1,1.0,2.0,1.0,0.0
2687,2,"[6, 20]",13.0,6,20,2,1.0,2.5,0.5,0.0
2689,2,"[6, 26]",16.0,6,26,2,1.0,2.0,1.0,0.0
2707,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
2711,1,[14],14.0,14,14,1,1.0,2.0,1.0,0.0
2713,1,[26],26.0,26,26,1,1.0,2.0,1.0,0.0
2719,1,[18],18.0,18,18,1,1.0,8.0,1.0,0.0
2729,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
2741,1,[20],20.0,20,20,1,1.0,4.0,1.0,0.0
2749,3,"[6, 18, 22]",15.3333,6,22,3,1.0,2.6667,1.0,0.0
2753,1,[14],14.0,14,14,1,1.0,5.0,1.0,0.0
2767,1,[20],20.0,20,20,1,1.0,6.0,1.0,0.0
2777,1,[32],32.0,32,32,1,1.0,2.0,1.0,0.0
2789,1,[10],10.0,10,10,1,1.0,6.0,1.0,0.0
2801,2,"[10, 30]",20.0,10,30,2,1.0,3.5,1.0,0.0
2803,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
2843,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
2851,2,"[10, 24]",17.0,10,24,2,1.0,4.5,1.0,0.0
2857,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
2861,1,[22],22.0,22,22,1,1.0,6.0,1.0,0.0
2879,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
2887,1,[8],8.0,8,8,1,1.0,5.0,1.0,0.0
2897,3,"[6, 8, 50]",21.3333,6,50,3,1.0,3.6667,1.0,0.0
2909,1,[6],6.0,6,6,1,1.0,3.0,0.0,0.0
2917,1,[60],60.0,60,60,1,1.0,4.0,1.0,0.0
2927,1,[14],14.0,14,14,1,1.0,2.0,1.0,0.0
2939,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
2953,3,"[4, 24, 30]",19.3333,4,30,3,1.0,2.3333,0.6667,0.0
2957,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
2963,1,[6],6.0,6,6,1,1.0,1.0,1.0,0.0
2999,1,[16],16.0,16,16,1,1.0,1.0,1.0,0.0
3001,1,[4],4.0,4,4,1,1.0,1.0,0.0,0.0
3011,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
3019,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
3023,1,[16],16.0,16,16,1,1.0,2.0,1.0,0.0
3037,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
3041,1,[14],14.0,14,14,1,1.0,6.0,1.0,0.0
3067,2,"[14, 22]",18.0,14,22,2,1.0,3.0,1.0,0.0
3079,1,[20],20.0,20,20,1,1.0,2.0,1.0,0.0
3083,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
3109,1,[22],22.0,22,22,1,1.0,4.0,1.0,0.0
3119,2,"[6, 12]",9.0,6,12,2,1.0,4.0,1.0,0.0
3121,2,"[10, 14]",12.0,10,14,2,1.0,2.5,1.0,0.0
3137,2,"[10, 22]",16.0,10,22,2,1.0,5.0,1.0,0.0
3167,1,[10],10.0,10,10,1,1.0,6.0,1.0,0.0
3181,1,[4],4.0,4,4,1,1.0,2.0,0.0,0.0
3187,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
3191,2,"[14, 18]",16.0,14,18,2,1.0,3.0,1.0,0.0
3203,1,[16],16.0,16,16,1,1.0,3.0,1.0,0.0
3217,1,[6],6.0,6,6,1,1.0,3.0,0.0,0.0
3221,1,[30],30.0,30,30,1,1.0,2.0,1.0,0.0
3251,1,[24],24.0,24,24,1,1.0,4.0,1.0,0.0
3253,1,[10],10.0,10,10,1,1.0,4.0,1.0,0.0
3257,2,"[12, 30]",21.0,12,30,2,1.0,3.5,1.0,0.0
3259,1,[16],16.0,16,16,1,1.0,6.0,1.0,0.0
3301,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
3307,3,"[6, 10, 42]",19.3333,6,42,3,1.0,2.0,1.0,0.0
3313,3,"[16, 18, 34]",22.6667,16,34,3,1.0,3.6667,1.0,0.0
3319,3,"[12, 18]",14.0,12,18,2,1.0,3.0,1.0,0.0
3323,1,[20],20.0,20,20,1,1.0,2.0,0.0,1.0
3329,2,"[6, 18]",12.0,6,18,2,1.0,3.5,1.0,0.0
3331,1,[18],18.0,18,18,1,1.0,6.0,1.0,0.0
3347,2,"[6, 12]",9.0,6,12,2,1.0,3.0,1.0,0.0
3361,2,"[10, 22]",16.0,10,22,2,1.0,2.5,1.0,0.0
3391,2,"[4, 10]",7.0,4,10,2,1.0,1.5,0.5,0.0
3407,1,[6],6.0,6,6,1,1.0,1.0,1.0,0.0
3413,1,[4],4.0,4,4,1,1.0,2.0,0.0,0.0
3449,1,[22],22.0,22,22,1,1.0,2.0,1.0,0.0
3457,1,[28],28.0,28,28,1,1.0,2.0,1.0,0.0
3461,1,[8],8.0,8,8,1,1.0,2.0,1.0,0.0
3463,3,"[6, 26, 86]",39.3333,6,86,3,1.0,2.6667,1.0,0.0
3499,1,[16],16.0,16,16,1,1.0,4.0,1.0,0.0
3517,1,[8],8.0,8,8,1,1.0,2.0,1.0,0.0
3527,3,"[6, 8, 18]",10.6667,6,18,3,1.0,3.0,0.6667,0.0
3533,2,"[14, 48]",31.0,14,48,2,1.0,7.0,1.0,0.0
3541,2,"[4, 8]",6.0,4,8,2,1.0,3.5,0.5,0.0
3547,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
3593,3,"[6, 10, 24]",13.3333,6,24,3,1.0,3.0,0.6667,0.0
3613,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
3617,1,[16],16.0,16,16,1,1.0,2.0,1.0,0.0
3623,2,"[6, 54]",30.0,6,54,2,1.0,4.0,0.5,0.0
3631,2,"[6, 14]",10.0,6,14,2,1.0,3.5,1.0,0.0
3643,2,"[10, 18]",14.0,10,18,2,1.0,3.5,1.0,0.0
3659,2,"[6, 36]",21.0,6,36,2,1.0,3.0,1.0,0.0
3671,1,[30],30.0,30,30,1,1.0,2.0,1.0,0.0
3677,2,"[12, 18]",15.0,12,18,2,1.0,2.5,1.0,0.0
3691,1,[20],20.0,20,20,1,1.0,6.0,1.0,0.0
3697,2,"[22, 24]",23.0,22,24,2,1.0,4.0,1.0,0.0
3701,2,"[12, 32]",22.0,12,32,2,1.0,3.0,1.0,0.0
3719,1,[20],20.0,20,20,1,1.0,2.0,1.0,0.0
3727,3,"[6, 16, 30]",17.3333,6,30,3,1.0,1.6667,1.0,0.0
3769,3,"[18, 20, 22]",20.0,18,22,3,1.0,4.0,1.0,0.0
3779,1,[16],16.0,16,16,1,1.0,4.0,1.0,0.0
3793,1,[10],10.0,10,10,1,1.0,2.0,1.0,0.0
3803,1,[14],14.0,14,14,1,1.0,6.0,1.0,0.0
3821,2,"[4, 16]",10.0,4,16,2,1.0,3.0,1.0,0.0
3853,1,[28],28.0,28,28,1,1.0,2.0,1.0,0.0
3863,1,[4],4.0,4,4,1,1.0,2.0,0.0,0.0
3877,1,[46],46.0,46,46,1,1.0,4.0,1.0,0.0
3881,3,"[10, 12, 28]",16.6667,10,28,3,1.0,3.0,1.0,0.0
3889,2,"[24, 34]",29.0,24,34,2,1.0,4.5,1.0,0.0
3907,1,[26],26.0,26,26,1,1.0,2.0,1.0,0.0
3917,3,"[6, 16, 22]",14.6667,6,22,3,1.0,2.3333,0.6667,0.0
3919,4,"[10, 12, 20, 30]",18.0,10,30,4,1.0,3.0,1.0,0.0
3943,2,"[12, 30]",21.0,12,30,2,1.0,2.0,1.0,0.0
3947,1,[26],26.0,26,26,1,1.0,6.0,1.0,0.0
3989,2,"[20, 22]",21.0,20,22,2,1.0,2.5,1.0,0.0
4001,2,"[4, 6]",5.0,4,6,2,1.0,2.0,1.0,0.0
4007,3,"[6, 10, 12]",9.3333,6,12,3,1.0,3.3333,0.6667,0.0
4013,1,[28],28.0,28,28,1,1.0,3.0,1.0,0.0
4019,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
4049,1,[40],40.0,40,40,1,1.0,3.0,1.0,0.0
4051,1,[4],4.0,4,4,1,1.0,1.0,1.0,0.0
4091,3,"[4, 8, 14]",8.6667,4,14,3,1.0,4.6667,1.0,0.0
4093,3,"[10, 18, 22]",16.6667,10,22,3,1.0,3.0,1.0,0.0
4127,3,"[6, 10, 42]",19.3333,6,42,3,1.0,2.6667,1.0,0.0
4129,2,"[10, 18]",14.0,10,18,2,1.0,2.0,1.0,0.0
4133,1,[22],22.0,22,22,1,1.0,4.0,1.0,0.0
4139,2,"[12, 30]",21.0,12,30,2,1.0,6.5,1.0,0.0
4153,2,[24],24.0,24,24,1,1.0,2.5,1.0,0.0
4157,1,[8],8.0,8,8,1,1.0,2.0,1.0,0.0
4159,2,[16],16.0,16,16,1,1.0,5.0,1.0,0.0
4177,2,"[12, 18]",15.0,12,18,2,1.0,5.5,1.0,0.0
4211,3,"[4, 6, 30]",13.3333,4,30,3,1.0,1.3333,0.6667,0.0
4217,2,"[12, 40]",26.0,12,40,2,1.0,4.0,1.0,0.0
4219,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
4229,1,[42],42.0,42,42,1,1.0,4.0,1.0,0.0
4231,1,[10],10.0,10,10,1,1.0,3.0,1.0,0.0
4243,2,"[6, 14]",10.0,6,14,2,1.0,2.0,1.0,0.0
4259,1,[20],20.0,20,20,1,1.0,2.0,1.0,0.0
4261,2,"[8, 18]",13.0,8,18,2,1.0,2.5,1.0,0.0
4273,1,[28],28.0,28,28,1,1.0,3.0,1.0,0.0
4297,1,[8],8.0,8,8,1,1.0,3.0,1.0,0.0
4337,1,[22],22.0,22,22,1,1.0,2.0,1.0,0.0
4349,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
4363,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
4397,4,"[6, 12, 38, 66]",30.5,6,66,4,1.0,3.0,1.0,0.0
4421,1,[26],26.0,26,26,1,1.0,2.0,1.0,0.0
4441,2,"[4, 20]",12.0,4,20,2,1.0,3.0,0.5,0.0
4447,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
4451,3,"[6, 14, 18]",12.6667,6,18,3,1.0,2.6667,1.0,0.0
4463,1,[30],30.0,30,30,1,1.0,2.0,1.0,0.0
4481,1,[16],16.0,16,16,1,1.0,3.0,1.0,0.0
4493,1,[18],18.0,18,18,1,1.0,3.0,1.0,0.0
4507,1,[16],16.0,16,16,1,1.0,2.0,1.0,0.0
4513,2,"[10, 14]",12.0,10,14,2,1.0,3.0,1.0,0.0
4519,3,"[10, 24, 42]",25.3333,10,42,3,1.0,3.3333,1.0,0.0
4561,4,"[4, 6, 32, 38]",20.0,4,38,4,1.0,2.5,0.75,0.0
4567,3,"[10, 14, 32]",18.6667,10,32,3,1.0,2.3333,1.0,0.0
4583,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
4591,2,"[6, 8]",7.0,6,8,2,1.0,5.0,1.0,0.0
4597,2,"[8, 12]",10.0,8,12,2,1.0,2.5,1.0,0.0
4603,2,"[6, 28]",17.0,6,28,2,1.0,11.5,0.5,0.0
4637,2,"[6, 10]",8.0,6,10,2,1.0,1.5,1.0,0.0
4639,1,[10],10.0,10,10,1,1.0,2.0,1.0,0.0
4643,1,[16],16.0,16,16,1,1.0,4.0,1.0,0.0
4649,1,[22],22.0,22,22,1,1.0,4.0,1.0,0.0
4651,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
4657,2,"[14, 22]",18.0,14,22,2,1.0,1.5,1.0,0.0
4663,4,"[6, 10, 16, 30]",15.5,6,30,4,1.0,3.25,1.0,0.0
4679,2,"[12, 18]",15.0,12,18,2,1.0,3.5,1.0,0.0
4721,1,[10],10.0,10,10,1,1.0,4.0,1.0,0.0
4723,1,[4],4.0,4,4,1,1.0,1.0,0.0,0.0
4729,1,[10],10.0,10,10,1,1.0,2.0,1.0,0.0
4733,2,"[6, 22]",14.0,6,22,2,1.0,5.0,0.5,0.0
4751,2,"[6, 14]",10.0,6,14,2,1.0,3.5,0.5,0.0
4759,2,"[28, 42]",35.0,28,42,2,1.0,4.0,1.0,0.0
4783,1,[16],16.0,16,16,1,1.0,6.0,1.0,0.0
4787,4,"[6, 10, 16, 32]",16.0,6,32,4,1.0,3.0,1.0,0.0
4789,2,"[12, 16]",14.0,12,16,2,1.0,1.5,1.0,0.0
4793,1,[6],6.0,6,6,1,1.0,3.0,1.0,0.0
4799,4,"[6, 12, 16, 36]",17.5,6,36,4,1.0,4.0,1.0,0.0
4801,4,"[4, 8, 14, 30]",14.0,4,30,4,1.0,2.75,0.75,0.0
4813,1,[6],6.0,6,6,1,1.0,3.0,1.0,0.0
4817,2,"[6, 30]",18.0,6,30,2,1.0,3.0,0.5,0.0
4831,1,[24],24.0,24,24,1,1.0,4.0,1.0,0.0
4861,2,"[12, 52]",32.0,12,52,2,1.0,3.0,1.0,0.0
4871,1,[14],14.0,14,14,1,1.0,5.0,1.0,0.0
4877,1,[20],20.0,20,20,1,1.0,2.0,1.0,0.0
4889,1,[16],16.0,16,16,1,1.0,4.0,1.0,0.0
4903,1,[4],4.0,4,4,1,1.0,1.0,0.0,0.0
4919,1,[12],12.0,12,12,1,1.0,1.0,1.0,0.0
4931,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
4933,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
4937,5,"[6, 12, 24, 46]",22.4,6,46,4,1.0,2.8,1.0,0.0
4951,1,[18],18.0,18,18,1,1.0,1.0,1.0,0.0
4957,4,"[8, 10, 26, 28]",18.0,8,28,4,1.0,3.0,1.0,0.0
4967,2,"[6, 30]",18.0,6,30,2,1.0,2.5,1.0,0.0
4973,3,"[10, 12, 24]",15.3333,10,24,3,1.0,3.3333,1.0,0.0
4987,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
4993,2,"[6, 24]",15.0,6,24,2,1.0,2.5,1.0,0.0
4999,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
5003,2,"[4, 22]",13.0,4,22,2,1.0,1.5,1.0,0.0
5021,2,"[6, 12]",9.0,6,12,2,1.0,3.0,1.0,0.0
5023,2,"[4, 6]",5.0,4,6,2,1.0,1.5,0.5,0.0
5059,1,[28],28.0,28,28,1,1.0,1.0,1.0,0.0
5099,1,[12],12.0,12,12,1,1.0,1.0,1.0,0.0
5101,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
5107,1,[6],6.0,6,6,1,1.0,1.0,1.0,0.0
5113,1,[10],10.0,10,10,1,1.0,4.0,1.0,0.0
5147,3,"[6, 10, 12]",9.3333,6,12,3,1.0,3.0,1.0,0.0
5167,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
5171,2,"[10, 14]",12.0,10,14,2,1.0,3.0,1.0,0.0
5197,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
5209,1,[30],30.0,30,30,1,1.0,2.0,1.0,0.0
5233,2,"[6, 22]",14.0,6,22,2,1.0,3.0,1.0,0.0
5237,1,[28],28.0,28,28,1,1.0,1.0,1.0,0.0
5261,1,[4],4.0,4,4,1,1.0,1.0,0.0,0.0
5297,2,"[6, 38]",22.0,6,38,2,1.0,3.5,1.0,0.0
5303,1,[14],14.0,14,14,1,1.0,3.0,1.0,0.0
5333,1,[18],18.0,18,18,1,1.0,3.0,1.0,0.0
5351,3,"[4, 22, 30]",18.6667,4,30,3,1.0,4.0,0.6667,0.0
5381,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
5387,1,[6],6.0,6,6,1,1.0,5.0,1.0,0.0
5393,1,[4],4.0,4,4,1,1.0,3.0,1.0,0.0
5407,2,"[12, 26]",19.0,12,26,2,1.0,5.5,1.0,0.0
5413,1,[14],14.0,14,14,1,1.0,2.0,1.0,0.0
5437,3,"[6, 20]",10.6667,6,20,2,1.0,2.6667,1.0,0.0
5441,1,[36],36.0,36,36,1,1.0,6.0,1.0,0.0
5443,1,[10],10.0,10,10,1,1.0,3.0,1.0,0.0
5471,2,"[4, 6]",5.0,4,6,2,1.0,1.0,1.0,0.0
5477,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
5479,1,[24],24.0,24,24,1,1.0,6.0,1.0,0.0
5483,1,[22],22.0,22,22,1,1.0,4.0,1.0,0.0
5503,2,[10],10.0,10,10,1,1.0,3.0,1.0,0.0
5507,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
5519,1,[48],48.0,48,48,1,1.0,2.0,1.0,0.0
5521,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
5531,1,[16],16.0,16,16,1,1.0,1.0,1.0,0.0
5557,3,"[6, 10, 42]",19.3333,6,42,3,1.0,5.0,1.0,0.0
5563,1,[10],10.0,10,10,1,1.0,2.0,1.0,0.0
5591,1,[6],6.0,6,6,1,1.0,3.0,0.0,0.0
5623,1,[20],20.0,20,20,1,1.0,2.0,1.0,0.0
5641,2,"[4, 20]",12.0,4,20,2,1.0,2.5,0.5,0.0
5651,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
5653,2,[16],16.0,16,16,1,1.0,2.0,1.0,0.0
5659,1,[24],24.0,24,24,1,1.0,4.0,1.0,0.0
5693,1,[16],16.0,16,16,1,1.0,6.0,1.0,0.0
5717,3,"[6, 8, 16]",10.0,6,16,3,1.0,3.0,0.3333,0.3333
5737,2,"[6, 28]",17.0,6,28,2,1.0,4.0,1.0,0.0
5741,3,"[8, 22, 34]",21.3333,8,34,3,1.0,1.6667,1.0,0.0
5743,1,[24],24.0,24,24,1,1.0,2.0,1.0,0.0
5783,2,"[6, 10]",8.0,6,10,2,1.0,1.0,1.0,0.0
5791,1,[42],42.0,42,42,1,1.0,2.0,1.0,0.0
5801,2,"[6, 14]",10.0,6,14,2,1.0,2.5,1.0,0.0
5813,2,[28],28.0,28,28,1,1.0,3.5,1.0,0.0
5821,2,"[4, 22]",13.0,4,22,2,1.0,1.5,0.5,0.0
5827,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
5839,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
5843,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
5849,1,[16],16.0,16,16,1,1.0,2.0,1.0,0.0
5851,1,[36],36.0,36,36,1,1.0,2.0,1.0,0.0
5857,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
5867,2,"[32, 40]",36.0,32,40,2,1.0,2.0,1.0,0.0
