q,q_mod30,w,tau_w,candidate,candidate_mod30,status,endpoint_class,tau_candidate,endpoint_fixed_point,endpoint_family,factor_signature,least_factor,least_factor_mod30,cofactor,cofactor_mod30,cofactor_tau,cofactor_family,reduced_obstruction_family,low_complexity_cofactor_obstruction,higher_cofactor_obstruction,second_factor,second_factor_mod30,second_remainder,second_remainder_mod30,second_remainder_tau,second_remainder_family,second_strip_family,second_strip_low_complexity_remainder,third_factor,third_factor_mod30,third_remainder,third_remainder_mod30,third_remainder_tau,third_remainder_family,third_strip_family,third_strip_low_complexity_remainder,third_strip_prime_power_tail
115211,11,115212,12,115213,13,excluded,composite_obstruction,8,False,multi_prime_family,7*109*151,7,7,16459,19,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
115259,29,115260,48,115261,1,excluded,composite_obstruction,4,False,semiprime_distinct,79*1459,79,19,1459,19,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
115301,11,115302,16,115303,13,unresolved,prime_closure,2,True,fixed_point,115303,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
115319,29,115320,48,115321,1,unresolved,prime_closure,2,True,fixed_point,115321,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
115331,11,115332,24,115333,13,excluded,composite_obstruction,8,False,multi_prime_family,29*41*97,29,29,3977,17,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
115337,17,115338,16,115339,19,excluded,composite_obstruction,4,False,semiprime_distinct,7*16477,7,7,16477,7,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
115361,11,115362,48,115363,13,unresolved,prime_closure,2,True,fixed_point,115363,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
115421,11,115422,8,115423,13,excluded,composite_obstruction,8,False,multi_prime_family,7*11*1499,7,7,16489,19,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
115469,29,115470,24,115471,1,unresolved,prime_closure,2,True,fixed_point,115471,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
115499,29,115500,96,115501,1,excluded,composite_obstruction,4,False,semiprime_distinct,19*6079,19,19,6079,19,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
115547,17,115548,12,115549,19,excluded,composite_obstruction,8,False,multi_prime_family,7*17*971,7,7,16507,7,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
115571,11,115572,12,115573,13,excluded,composite_obstruction,4,False,semiprime_distinct,47*2459,47,17,2459,29,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
115589,29,115590,16,115591,1,excluded,composite_obstruction,8,False,two_prime_power_family,7^3*337,7,7,16513,13,6,two_prime_power_family,least_factor_times_higher_cofactor,False,True,7,7,2359,19,4,semiprime_distinct,second_factor_times_semiprime_remainder,True,,,,,,,not_third_stripped,False,False
115601,11,115602,8,115603,13,unresolved,prime_closure,2,True,fixed_point,115603,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
115631,11,115632,60,115633,13,excluded,composite_obstruction,4,False,semiprime_distinct,7*16519,7,7,16519,19,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
115637,17,115638,8,115639,19,excluded,composite_obstruction,4,False,semiprime_distinct,197*587,197,17,587,17,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
115679,29,115680,48,115681,1,excluded,composite_obstruction,4,False,semiprime_distinct,29*3989,29,29,3989,29,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
115727,17,115728,20,115729,19,excluded,composite_obstruction,4,False,semiprime_distinct,19*6091,19,19,6091,1,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
115751,11,115752,64,115753,13,excluded,composite_obstruction,8,False,multi_prime_family,11*17*619,11,11,10523,23,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
115757,17,115758,24,115759,19,excluded,composite_obstruction,8,False,multi_prime_family,7*23*719,7,7,16537,7,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
115769,29,115770,32,115771,1,unresolved,prime_closure,2,True,fixed_point,115771,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
115781,11,115782,16,115783,13,unresolved,prime_closure,2,True,fixed_point,115783,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
115811,11,115812,18,115813,13,excluded,composite_obstruction,4,False,semiprime_distinct,179*647,179,29,647,17,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
115859,29,115860,24,115861,1,unresolved,prime_closure,2,True,fixed_point,115861,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
115877,17,115878,32,115879,19,unresolved,prime_closure,2,True,fixed_point,115879,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
115901,11,115902,24,115903,13,unresolved,prime_closure,2,True,fixed_point,115903,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
115931,11,115932,12,115933,13,unresolved,prime_closure,2,True,fixed_point,115933,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
115979,29,115980,24,115981,1,unresolved,prime_closure,2,True,fixed_point,115981,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
116009,29,116010,24,116011,1,excluded,composite_obstruction,4,False,semiprime_distinct,7*16573,7,7,16573,13,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
116027,17,116028,36,116029,19,excluded,composite_obstruction,4,False,semiprime_distinct,29*4001,29,29,4001,11,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
116099,29,116100,72,116101,1,unresolved,prime_closure,2,True,fixed_point,116101,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
116141,11,116142,16,116143,13,excluded,composite_obstruction,8,False,multi_prime_family,37*43*73,37,7,3139,19,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
116159,29,116160,84,116161,1,excluded,composite_obstruction,4,False,semiprime_distinct,17*6833,17,17,6833,23,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
116177,17,116178,24,116179,19,excluded,composite_obstruction,6,False,two_prime_power_family,7^2*2371,7,7,16597,7,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
116189,29,116190,24,116191,1,unresolved,prime_closure,2,True,fixed_point,116191,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
116201,11,116202,16,116203,13,excluded,composite_obstruction,4,False,semiprime_distinct,29*4007,29,29,4007,17,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
116279,29,116280,96,116281,1,excluded,composite_obstruction,9,False,two_prime_power_family,11^2*31^2,11,11,10571,11,6,two_prime_power_family,least_factor_times_higher_cofactor,False,True,11,11,961,1,3,prime_square,second_factor_times_higher_remainder,False,31,1,31,1,2,fixed_point,third_factor_times_fixed_point_remainder,True,False
116351,11,116352,48,116353,13,excluded,composite_obstruction,4,False,semiprime_distinct,307*379,307,7,379,19,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
116381,11,116382,32,116383,13,excluded,composite_obstruction,4,False,semiprime_distinct,181*643,181,1,643,13,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
116387,17,116388,36,116389,19,excluded,composite_obstruction,8,False,multi_prime_family,7*13*1279,7,7,16627,7,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
116411,11,116412,24,116413,13,excluded,composite_obstruction,8,False,multi_prime_family,11*19*557,11,11,10583,23,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
116447,17,116448,24,116449,19,excluded,composite_obstruction,8,False,multi_prime_family,23*61*83,23,23,5063,23,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
116471,11,116472,32,116473,13,excluded,composite_obstruction,6,False,two_prime_power_family,7^2*2377,7,7,16639,19,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
116507,17,116508,48,116509,19,excluded,composite_obstruction,4,False,semiprime_distinct,263*443,263,23,443,23,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
116531,11,116532,48,116533,13,unresolved,prime_closure,2,True,fixed_point,116533,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
116537,17,116538,8,116539,19,unresolved,prime_closure,2,True,fixed_point,116539,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
116549,29,116550,72,116551,1,excluded,composite_obstruction,4,False,semiprime_distinct,29*4019,29,29,4019,29,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
116579,29,116580,48,116581,1,excluded,composite_obstruction,4,False,semiprime_distinct,73*1597,73,13,1597,7,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
116639,29,116640,84,116641,1,excluded,composite_obstruction,8,False,multi_prime_family,7*19*877,7,7,16663,13,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
116657,17,116658,12,116659,19,excluded,composite_obstruction,4,False,semiprime_distinct,43*2713,43,13,2713,13,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
116681,11,116682,8,116683,13,excluded,composite_obstruction,8,False,multi_prime_family,7*79*211,7,7,16669,19,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
116687,17,116688,80,116689,19,unresolved,prime_closure,2,True,fixed_point,116689,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
116741,11,116742,8,116743,13,excluded,composite_obstruction,4,False,semiprime_distinct,11*10613,11,11,10613,23,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
116747,17,116748,48,116749,19,excluded,composite_obstruction,4,False,semiprime_distinct,313*373,313,13,373,13,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
116789,29,116790,32,116791,1,unresolved,prime_closure,2,True,fixed_point,116791,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
116819,29,116820,72,116821,1,excluded,composite_obstruction,4,False,semiprime_distinct,197*593,197,17,593,23,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
116849,29,116850,48,116851,1,excluded,composite_obstruction,4,False,semiprime_distinct,7*16693,7,7,16693,13,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
116867,17,116868,12,116869,19,excluded,composite_obstruction,4,False,semiprime_distinct,19*6151,19,19,6151,1,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
116927,17,116928,84,116929,19,unresolved,prime_closure,2,True,fixed_point,116929,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
116969,29,116970,32,116971,1,excluded,composite_obstruction,4,False,semiprime_distinct,53*2207,53,23,2207,17,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
116981,11,116982,24,116983,13,excluded,composite_obstruction,8,False,multi_prime_family,19*47*131,19,19,6157,7,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
117017,17,117018,32,117019,19,excluded,composite_obstruction,8,False,multi_prime_family,7*73*229,7,7,16717,7,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
117041,11,117042,8,117043,13,unresolved,prime_closure,2,True,fixed_point,117043,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
117071,11,117072,40,117073,13,excluded,composite_obstruction,8,False,multi_prime_family,11*29*367,11,11,10643,23,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
117101,11,117102,16,117103,13,excluded,composite_obstruction,4,False,semiprime_distinct,7*16729,7,7,16729,19,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
117119,29,117120,64,117121,1,excluded,composite_obstruction,4,False,semiprime_distinct,173*677,173,23,677,17,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
117167,17,117168,20,117169,19,excluded,composite_obstruction,4,False,semiprime_distinct,13*9013,13,13,9013,13,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
117191,11,117192,32,117193,13,unresolved,prime_closure,2,True,fixed_point,117193,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
117209,29,117210,16,117211,1,excluded,composite_obstruction,8,False,multi_prime_family,19*31*199,19,19,6169,19,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
117239,29,117240,32,117241,1,unresolved,prime_closure,2,True,fixed_point,117241,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
117251,11,117252,18,117253,13,excluded,composite_obstruction,4,False,semiprime_distinct,37*3169,37,7,3169,19,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
117269,29,117270,24,117271,1,excluded,composite_obstruction,8,False,multi_prime_family,7*11*1523,7,7,16753,13,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
117281,11,117282,16,117283,13,excluded,composite_obstruction,4,False,semiprime_distinct,17*6899,17,17,6899,29,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
117329,29,117330,16,117331,1,unresolved,prime_closure,2,True,fixed_point,117331,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
